Date,Location,nursultan,almaty,Latitude,Longitude,Number of Protesters,Number of Arrests,Type,protest_type,Issue 1,issue1,Issue 2,issue2,Issue 3,issue3,Groups Linked,Groups Linked 2,groups_linked,Target 1,Target 2,Target Type,target_type,Response 1,response1,Response 2,response2,Source,Source Type,Description
7 June 2021,Uralsk,0,0,51.228785,51.386121,10,0,Rally,Rally,Political Prisoners,Justice,Justice,Justice,Repression,Justice,,,0,Local Government,,Local Government,Local Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=rZLepWgvFNY,Online Search,A group of people in Uralsk protested against the arrest of Mendygazieva Bekizhan.
7 June 2021,Uralsk,0,0,51.228785,51.386121,40,0,Confrontation,Violent,Human Rights,Human Rights,Welfare,Government Services,,,,,0,Local Government,,Local Government,Local Government,Meeting,Constructive,,,https://www.youtube.com/watch?v=wJZ67fFq-FE,Online Search,"A group of veterans protested against the local government in Uralsk, demanding they be recognized as veterans by the state."
4 June 2021,Shymkent,0,0,42.325236,69.583257,40,0,Rally,Rally,Political Prisoners,Justice,Justice,Justice,Human Rights,Human Rights,,,0,Judicial System,,Judicial System,Justice System,Nothing,Neutral,,,https://www.youtube.com/watch?v=OTGVvZ8retc,ACLED,Supporters of detained activist Nurzhan Mukhamedov protested at the city court in Shymkent demanding his release from custody and acquittal of all charges against him.
4 June 2021,Aktobe,0,0,50.2711990568416,57.209615055692,15,13,Rally,Rally,Welfare,Government Services,,,,,,,0,Aktobe City Government,,Local Government,Local Government,Unknown,Neutral,,,https://youtu.be/kn6xEGH-2uI,ACLED,Female parents of children with disabilities protested outside the Zhaina rehabilitation center for kids with special needs in Aktobe against its closure.
4 June 2021,Orazak,0,0,50.936331,70.706935,12,0,Rally,Rally,Elections,Human Rights,,,,,,,0,District Government,,Local Government,Local Government,Unknown,Neutral,,,https://youtu.be/GdQpnbSyhU8,ACLED,Residents of Orazak gathered in town in protest against a local pro-government candidate for head of the district administration in the upcoming election.
4 June 2021,Karaganda,0,0,49.7822973611483,73.0629610376361,5,0,Rally,Rally,Welfare,Government Services,,,,,,,0,Karaganda University of Kazpotrebsouz,,Organization,Local Non-Gov Actor,Meeting,Constructive,Nothing,Neutral,"https://www.nur.kz/society/1916216-roditeli-studentov-kolledzha-v-karagande-ustroili-skandal-iz-za-rezkogo-povysheniya-oplaty/
https://www.youtube.com/watch?v=hXl4qaQ-Rac",Online Search,"Parents of Economic, Business, and Law College students of the Karaganda University of Kazpotrebsouz protested against the 60 percent tuition fee increase."
4 June 2021,Taraz,0,0,42.897742,71.399523,50,0,Rally,Rally,Development,Property & Land,Property,Property & Land,,,,,0,Taraz CIty Government,,Local Government,Local Government,Meeting,Constructive,,,https://newtimes.kz/obshchestvo/130826-zhiteli-popavshikh-pod-snos-chastnykh-domov-v-tsentre-taraza-otkazyvaiutsia-sezzhat      https://www.youtube.com/watch?v=vG6peYsjjBY,Online Search,"Residents of 116 private homes in central Taraz that are to be destroyed for development protested against the action, arguing that the intended compensation for the housing is insufficient."
3 June 2021,Baschi,0,0,44.158895,78.753792,27,0,Roadblock,Disruptive,Development,Property & Land,,,,,,,0,District government,,Local Government,Local Government,Unknown,Neutral,,,https://youtu.be/s1sNxLiCkQI,ACLED,Residents of Almaty blocked the local motor road near the village of Baschi to protest against a cement plant’s impact on infrastructure due to the use of heavy-duty trucks.
3 June 2021,Aktau,0,0,43.64935,51.155369,20,0,Rally,Rally,Labor,Livelihood,Extractive Industries,Environment & Resource Extraction,China,China,,,0,Mangystaumunaygas Company,,Foreign Business,Foreign Actor,Meeting,Constructive,,,https://www.youtube.com/watch?v=KPjj06oQL2s,ACLED,"Workers of the China's CNPC managed Mangystaumunaygas oil and gas drilling company protested outside the city administration in Aktau, demanding a pay raise and non-interference in their plan to create an independent Union."
3 June 2021,Nur-Sultan (Astana),1,0,51.152252,71.562221,25,0,Rally,Rally,Labor,Livelihood,Income,Livelihood,,,,,0,BI Group,,Business,Local Non-Gov Actor,Meeting,Constructive,,,https://www.youtube.com/watch?v=r6v6DGOpn4U,ACLED,Workers of the BI Group construction company gathered in Nur-Sultan (Astana) to demand a pay rise and improved working conditions.
3 June 2021,Almaty,0,1,43.341569,76.924342,15,0,Rally,Rally,Environment,Environment & Resource Extraction,Development,Property & Land,Health,,,,0,National Governemt,,National Government,National Government,Unknown,Neutral,,,https://www.youtube.com/watch?v=1YdmTL87d-w,ACLED,Female residents of Almaty gathered outside their homes in protest against a nearby cement plant operation out of concerns for public health in the area.
2 June 2021,Zhanaozen,0,0,43.407816,52.837676,Unknown,0,Rally,Rally,Income,Livelihood,,,,,,,0,National Government,KazAvtoJol National Company,National Government,National Government,Meeting,Constructive,,,https://www.youtube.com/watch?v=nRvJhyUzO50,ACLED,Truck drivers protested near Zhanaozen against toll fees on the country's roads.
2 June 2021,Ainatas,0,0,41.9288751712843,69.7320698755863,30,0,Rally,Rally,Land,Property & Land,,,,,,,0,Ministry of Agriculture,Parliament,National Government,National Government,Monitoring,Cautious,Unknown,Neutral,https://youtu.be/PjEBuUiC79M,ACLED,Residents of Ainatas gathered outside the local farmer's property in protest against the lack of access to the surrounding grazing land for their livestock.
2 June 2021,Petropavl,0,0,54.8730153868819,69.1489949951217,20,0,Rally,Rally,Property,Property & Land,Welfare,Government Services,,,,,0,City Administration ,,Local Government,Local Government,Promise,Constructive,Monitoring,Cautious,https://youtu.be/ZB6UJkddAOI,ACLED,"Residents of Petropavl gathered at the construction site of a state-subsidized housing project, demanding that the city administration complete construction of the apartment buildings."
2 June 2021,Shu,0,0,43.635522,73.773529,Unknown,0,Rally,Rally,Income,Livelihood,,,,,,,0,National Government,KazAvtoJol National Company,National Government,National Government,Meeting,Constructive,,,https://www.youtube.com/watch?v=r6v6DGOpn4U,ACLED,Truck drivers protested in Shu against tolls on the country's roads.
2 June 2021,Semey,0,0,50.470485,80.257654,Unknown,0,Rally,Rally,Income,Livelihood,,,,,,,0,National Government,KazAvtoJol National Company,National Government,National Government,Meeting,Constructive,,,https://www.youtube.com/watch?v=r6v6DGOpn4U,ACLED,Truck drivers protested in Semey against toll fees on the country's roads.
2 June 2021,Turkestan,0,0,42.834241,69.115879,100,0,Rally,Rally,Income,Livelihood,,,,,,,0,National Government,KazAvtoJol National Company,National Government,National Government,Meeting,Constructive,,,https://rus.azattyq.org/a/31288705.html,Online Search,Truck drivers near Turkestan continued to protest against high toll road prices.
2 June 2021,Uralsk,0,0,51.230075,51.387494,50,0,Rally,Rally,Income,Livelihood,,,,,,,0,National Government,KazAvtoJol National Company,National Government,National Government,Meeting,Constructive,,,https://www.ktk.kz/ru/news/video/2021/05/31/181612/     https://www.lada.kz/another_news/91581-protesty-dalnoboyschikov-reshenie-poobeschali-prinyat-za-2-nedeli.html,Online Search,Truck drivers near Uralsk continued protests against high toll road prices.
2 June 2021,Shymkent,0,0,42.34921,69.584543,Unknown,0,Rally,Rally,Income,Livelihood,,,,,,,0,National Government,KazAvtoJol Nationl Company,National Government,National Government,Meeting,Constructive,,,https://rus.azattyq.org/a/kazakhstan-truckers-protest-to-the-introduction-of-toll-roads/31287930.html,Online Search,Truck drivers near Shymkent continued protests against high toll road prices.
2 June 2021,Aktobe,0,0,50.280934,57.170172,50,0,Rally,Rally,Income,Livelihood,,,,,,,0,National Government,KazAvtoJol National Company,National Government,National Government,Meeting,Constructive,,,https://www.ktk.kz/ru/news/video/2021/05/31/181612/    https://www.lada.kz/another_news/91581-protesty-dalnoboyschikov-reshenie-poobeschali-prinyat-za-2-nedeli.html,Online Search,Truck drivers near Aktobe continued protests against high toll road prices.
2 June 2021,Aktau,0,0,43.656915,51.199161,100,0,Roadblock,Disruptive,Income,Livelihood,,,,,,,0,National Government,KazAvtoJol Nationl Company,National Government,National Government,Meeting,Constructive,,,https://www.ktk.kz/ru/news/video/2021/05/31/181612/   https://www.lada.kz/aktau_news/society/91582-dalnoboyschiki-aktau-vnov-vyshli-na-protest-iz-za-vvoda-sistemy-platnyh-dorog.html      https://www.lada.kz/another_news/91581-protesty-dalnoboyschikov-reshenie-poobeschali-prinyat-za-2-nedeli.html,Online Search,Truck drivers near Aktau continued protests against high toll road prices.
1 June 2021,Almaty,0,1,43.24205,76.962395,20,0,Rally,Rally,Human Rights,Human Rights,China,China,,,,,0,Government of China,,Foreign Government/International Organization,Foreign Actor,Nothing,Neutral,,,https://rus.azattyq.org/a/31284563.html,ACLED,About 20 relatives of Xinjiang born ethnic Kazakhs protested outside the Chinese Consulate in Almaty to demand the release of their relatives from detention centers.
1 June 2021,Nur-Sultan (Astana),1,0,51.129577,71.4445,5,0,Rally,Rally,Justice,Justice,,,,,,,0,Supreme Court of Kazakhstan,,Judicial System,Justice System,Monitoring,Cautious,Dispersal,Cautious, https://www.youtube.com/watch?v=4DWyQOSXlUc ,ACLED,Victims of a housing dispute protested near the Supreme Court building in Nur-Sultan (Astana) demanding a meeting with court officials to discuss their cases.
1 June 2021,Nur-Sultan (Astana),1,0,51.128476,71.439669,4,0,Rally,Rally,Welfare,Government Services,,,,,,,0,National Government,,National Government,National Government,Monitoring,Cautious,,,https://www.youtube.com/watch?v=vVTcpiVeN_M,ACLED,Persons with disabilities protested outside the Ministry of Labor and Social Protection in Nur-Sultan (Astana) demanding disability pay and subsidized housing.
1 June 2021,Almaty,0,1,43.254421,76.902184,9,0,Rally,Rally,Identity,Other,,,,,,,0,National Government,,National Government,National Government,Nothing,Neutral,,,https://www.youtube.com/watch?v=Jcm4Mk3sOec,ACLED,Female protesters gathered outside the city administration's office in Almaty demanding that the country’s authorities ban “LGBT propaganda” in Kazakhstan.
1 June 2021,Almaty,0,1,43.400155,77.224801,20,0,Strike,Disruptive,Income,Livelihood,Labor,Livelihood,,,,,0,Local Quarry Owners,,Business,Local Non-Gov Actor,Meeting,Constructive,Nothing,Neutral,"https://www.nur.kz/society/1915567-voditeli-samosvalov-vyshli-na-zabastovku-v-almatinskoy-oblasti-iz-za-podorozhaniya-stroymaterialov/
https://www.ktk.kz/ru/news/video/2021/06/01/181728/",Online Search,About 20 truck drivers gathered outside of the local quarry in the Almaty region demanding lower sand and rubble prices. The drivers claim that the cost of construction materials increased by 2-3 times in the last few months.
1 June 2021,Turkestan,0,0,42.834241,69.115879,100,0,Rally,Rally,Income,Livelihood,,,,,,,0,National Government,KazAvtoJol National Company,National Government,National Government,Meeting,Constructive,,,https://rus.azattyq.org/a/31288705.html,Online Search,Truck drivers near Turkestan continued protests against high toll road prices.
1 June 2021,Uralsk,0,0,51.230075,51.387494,50,0,Rally,Rally,Income,Livelihood,,,,,,,0,National Government,KazAvtoJol National Company,National Government,National Government,Meeting,Constructive,,,https://www.ktk.kz/ru/news/video/2021/05/31/181612/     https://www.lada.kz/another_news/91581-protesty-dalnoboyschikov-reshenie-poobeschali-prinyat-za-2-nedeli.html,Online Search,Truck drivers near Uralsk continued protests against high toll road prices.
1 June 2021,Aktobe,0,0,50.280934,57.170172,50,0,Rally,Rally,Income,Livelihood,,,,,,,0,National Government,KazAvtoJol National Company,National Government,National Government,Meeting,Constructive,,,https://www.ktk.kz/ru/news/video/2021/05/31/181612/    https://www.lada.kz/another_news/91581-protesty-dalnoboyschikov-reshenie-poobeschali-prinyat-za-2-nedeli.html,Online Search,Truck drivers near Aktobe continued protests against high toll road prices.
1 June 2021,Shymkent,0,0,42.34921,69.584543,Unknown,0,Rally,Rally,Income,Livelihood,,,,,,,0,National Government,KazAvtoJol Nationl Company,National Government,National Government,Meeting,Constructive,,,https://rus.azattyq.org/a/kazakhstan-truckers-protest-to-the-introduction-of-toll-roads/31287930.html,Online Search,Truck drivers near Shymkent continued protests against high toll road prices.
1 June 2021,Aktau,0,0,43.656915,51.199161,100,0,Rally,Rally,Income,Livelihood,,,,,,,0,National Government,KazAvtoJol Nationl Company,National Government,National Government,Meeting,Constructive,,,https://www.ktk.kz/ru/news/video/2021/05/31/181612/   https://www.lada.kz/aktau_news/society/91582-dalnoboyschiki-aktau-vnov-vyshli-na-protest-iz-za-vvoda-sistemy-platnyh-dorog.html      https://www.lada.kz/another_news/91581-protesty-dalnoboyschikov-reshenie-poobeschali-prinyat-za-2-nedeli.html,Online Search,Truck drivers near Aktau continued protests against high toll road prices.
1 June 2021,Aktobe,0,0,50.296856,57.136905,20,0,Strike,Disruptive,Income,Livelihood,Labor,Livelihood,,,,,0,LLP Autopark,LLP Emshan,Business,Local Non-Gov Actor,Meeting,Constructive,,,https://rus.azattyq.org/a/31284994.html,Online Search,Dozens of Aktobe bus drivers went on strike demanding pay raises and better working conditions.
